Level,Brand,Main,Category,Parent,Market,Why?,Proof,Alternatives
DO_NOT_BUY,IBC Soda,Food-Beverage,Soda-Premium,Keurig Dr Pepper,,"JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,IBD the Nail People,Personal Care-Beauty,Cosmetics-Nails,American International Industries,,"American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.",https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/,
DO_NOT_BUY,Iberogast,Personal Care-Health,Stomach,Bayer,,"Bayer has a partnership with the Israeli Innovation Authority, the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.",https://www.bayer.com/en/il/climate-tech-program,
DO_NOT_BUY,Ice Mountain Water,Food-Beverage,Water,Blue Triton,,"Blue Triton is owned by One Rock Capital, with is owned by Mitsubishi Corp. Mitsubishi has made investments in Israel and has opened an office in Tel Aviv to partner with Israeli companies.",https://www.jpost.com/business-and-innovation/article-712729,
DO_NOT_BUY,IKEA,Retail,Furniture Stores,Ingka Holding,,IKEA operates 7 stores in Israel and discriminates by delivering to settlements in the West Bank but not to Palestinian areas.,https://bdsmovement.net/news/ikea-attempts-dodge-responsibility-israel-store%E2%80%99s-discriminatory-delivery-practices,
DO_NOT_BUY,Il Makiage,Personal Care-Beauty,Cosmetics,Oddity Brands,,Oddity Brands is an Israeli company.,https://techstartups.com/2023/07/10/Israeli-consumer-tech-startup-oddity-eyes-1-7-billion-u-s-ipo/,
DO_NOT_BUY,Ilia Beauty,Personal Care-Beauty,Cosmetics,Groupe Clarins,,"Ilia Beauty is owned by Groupe Clarins, which has a spa at the Elkinkin Hotel in Tel Aviv.",https://www.spaplus.co.il/en/spaclarins,
DO_NOT_BUY,Iliadin,Personal Care-Health,Nasal,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Ilvico,Personal Care-Health,Pain and Fever,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Imodium,Personal Care-Health,Stomach,J&J (Kenvue),,"Johnson & JohnsonÊowns companies in Israel, engaging in various sectors including healthcare, pharmaceuticals, and medical devices, furthering its global presence in these critical industries.",https://www.jnjcareers.co.il/en,
DO_NOT_BUY,Impact,Personal Care-Health,Nutrition,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Inca Kola,Food-Beverage,Soda,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Incogmeato,Food,Vegan,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Indigo Books,Retail,Book Stores,Indigo Books and Music Inc.,Canada,"Indigo founder Helen Reisman established HESEG Foundation for Lone Soldiers, which encourages foreigners to join the IOF.",https://www.cjpme.org/fs_238,
DO_NOT_BUY,Inditex,Companies,Multinational-Clothing,Inditex,,"Joey Schwebel, chairman ofÊIsrael's Zara franchise, hostedÊanti-PalestinianÊMK ItamarÊBen Gvir for a campaign event a week prior to upcoming elections.",https://new.thecradle.co/articles/palestinians-boycott-zara-for-hosting-israeli-extremist,
DO_NOT_BUY,Indulekha,Personal Care-Hair,Shampoo-Affordable,Unilever,India,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Innocent Smoothies,Food-Beverage,Juice | Smoothie,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Insomnia Cookies,Restaurants,Coffee and Pastry Shops,JAB Holding Company,,"Insomnia Cookies is owned by JAB Holding. JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Intel,Technology,Technology,Intel,,"Intel has invested $2.7 billion to upgrade its plants in Kiryat Gat, site of the former Palestinian villages Iraq al-Manshiyya and Fallujah.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,International Roast,Food,Coffee-Packaged,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Intimus,Personal Care-Hygiene,Feminine Products,Kimberly-Clark,Brazil,"Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.",https://investigate.afsc.org/company/indorama-ventures,
DO_NOT_BUY,Irish Spring,Personal Care-Hygiene,Soap Products,Colgate Palmolive,,"Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://www.palmolive.co.il,
DO_NOT_BUY,Isosource,Personal Care-Health,Nutrition,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,IT Cosmetics,Personal Care-Beauty,Cosmetics,L'Oreal,,L'Oreal has heavy investment in and operates a factory in Occupied Palestine.,https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Ivory Soap,Personal Care-Hygiene,Soap Products,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,IZOD,Fashion,Mens Clothing and Accessories,Authentic Brands Group,,"IZOD is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,JAB Holding Company,Companies,Multinational-Restaurant,JAB Holding Company,,"JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Jacks Pizza,Food,Frozen Food,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Jacobs Crackers,Food-Snacks,Crackers,Mondelez International,Southeast Asia,Mondelez invests in Israeli startups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,
DO_NOT_BUY,James Wellbeloved,Pet Products,Cat Food-Premium | Dog Food-Premium,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Jar,Household-Cleaning,Dish Soap,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Jardin d Acclimatation,Entertainment,Amusement Parks,LVMH,France,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Jawara,Food,Sauces,Unilever,Southeast Asia,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Jaz Cola,Food-Beverage,Soda,Coca-Cola,Philippines,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,JCB,Auto,Heavy Equipment,JCB Service,,JCB Equipment has been used in the demolition of Palestinian homes. The D9 bulldozer was specifically designed for the IOF.,https://icahd.org/jcb-campaign/,
DO_NOT_BUY,Jif Cleaner,Household-Cleaning,Cleaner,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Jil Sander,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End | Shoes | Perfume | Cologne | Cosmetics | Skincare,OTB Group,,"Jil Sander Fragrances is in a partnership with L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,JNSQ,Food-Beverage,Alcohol,The Wonderful Company,,The Wonderful Company owners Stewart and Lynda Resnick donated $50 million to Israel's Technion Institute for furthering sustainable development while ignoring justice for Palestinians.,https://www.jpost.com/israel-news/article-725521,
DO_NOT_BUY,Jo Malone,Personal Care-Beauty,Perfume | Cologne | Cosmetics | Skincare,Estee Lauder,,"Jo Malone is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,
DO_NOT_BUY,Johnson & Johnson,Baby,Baby Products,J&J (Kenvue),,"Johnson & JohnsonÊowns companies in Israel, engaging in various sectors including healthcare, pharmaceuticals, and medical devices, furthering its global presence in these critical industries.",https://www.jnjcareers.co.il/en,
DO_NOT_BUY,Johnsons Baby,Baby,Baby Products,J&J (Kenvue),,"Johnson & JohnsonÊowns companies in Israel, engaging in various sectors including healthcare, pharmaceuticals, and medical devices, furthering its global presence in these critical industries.",https://www.jnjcareers.co.il/en,
DO_NOT_BUY,Jojo Candy,Food-Sweets,Candy,Nestle,Central Europe,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Jolly Hair Removal,Personal Care-Hair,Hair Removal,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Jones New York,Fashion,Womens Clothing and Accessories,Authentic Brands Group,,"Jones is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Josh Snacks,Food-Snacks,Chips,Coca-Cola,Eastern Europe,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Jovan Musk,Personal Care-Beauty,Cologne,Coty,,"Coty is majority-owned by JAB Holding. JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Joy + Glee,Personal Care-Hair,Shaving-Women,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Joya Soda,Food-Beverage,Soda,Coca-Cola,Mexico,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Juicy Couture,Fashion,Womens Clothing and Accessories,Authentic Brands Group,,"Juicy Couture is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Juicy Fruit,Food-Sweets,Chewing Gum,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Just a period,Personal Care-Hygiene,Feminine Products,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Just My Size,Fashion,Undergarments-Men,Hanes Brands Inc.,,"Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.",http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Justin Wine,Food-Beverage,Alcohol,The Wonderful Company,,The Wonderful Company owners Stewart and Lynda Resnick donated $50 million to Israel's Technion Institute for furthering sustainable development while ignoring justice for Palestinians.,https://www.jpost.com/israel-news/article-725521,
DO_NOT_BUY,JW Anderson,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Kan Tong,Food,Asian Food,Mars,Australia,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Kashi Cereal,Food,Cereal,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Kaufland,Retail,Grocery Stores,Schwarz Group,Europe,Schwarz Group which owns Lidl acquired Israeli hybrid cloud cybersecurity startup XM Cyber for $700 million and now has a significant portion of its tech operations there.,https://xmcyber.com/press-release/schwarz-group-acquires-israeli-hybrid-cloud-cybersecurity-innovator-xm-cyber/,
DO_NOT_BUY,Kayak,Travel,Online Booking,Booking Holdings,,"Booking.com, whose parent company Booking Holdings owns Kayak, allows listings in occupied Palestinian territory, and after initially deciding to add a label to properties which are in occupied territory, reversed that move under pressure from Israel.",https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy,
DO_NOT_BUY,Kelloggs Corn Flakes,Food,Cereal,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Kelloggs Raisin Bran,Food,Cereal,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Kenneth Cole,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories,Kenneth Cole Productions Inc.,,"Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.",http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Kentwood Springs Water,Food-Beverage,Water-Bulk,Primo Water Corp,,"Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.",https://bdsmovement.net/news/bds-victory-against-eden-springs,
DO_NOT_BUY,Kenzo,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Kerastase,Personal Care-Beauty,Skincare,L'Oreal,,L'Oreal has heavy investment in and operates a factory in Occupied Palestine.,https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Keri Juice,Food-Beverage,Juice,Coca-Cola,New Zealand,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Keringet Mineral water,Food-Beverage,Water,Coca-Cola,Africa,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Keter,Household,Storage Equipment,Keter Group,,"The parent company of Curver operated facilities in the Occupied West Bank's Barkan Industrial Estate. After boycott pressure it seems to have closed the facility, however its history of complicity in the occupation means it should still by boycotted.",https://www.whoprofits.org/companies/company/4060,
DO_NOT_BUY,Keurig,Food,Coffee-Packaged,JAB Holding Company,,"JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Kevita,Food-Beverage,Kombucha,PepsiCo,,"The owner of Gatorade, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,KFC,Restaurants,Fast Food,Yum! Brands,,Yum! Brands invests in Israel without using its international platform to push for Palestinian justice.,https://www.calcalistech.com/ctech/articles/0 | 7340 | L-3901254 | 00.html,
DO_NOT_BUY,Kia Ora,Food-Beverage,Soda,Coca-Cola,Ireland,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Kibon,Food,Ice Cream,Unilever,Brazil,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Kiehls,Personal Care-Beauty,Skincare,L'Oreal,,L'Oreal has heavy investment in and operates a factory in Occupied Palestine.,https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Kilian Paris,Personal Care-Beauty,Perfume,Estee Lauder,,"Kiton is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,
DO_NOT_BUY,Kilimanjaro,Food-Beverage,Water,Coca-Cola,Africa,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Kimtech,Household-Cleaning,Professional Cleaning Supplies,Kimberly-Clark,,"Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.",https://investigate.afsc.org/company/indorama-ventures,
DO_NOT_BUY,Kimy Ice Cream,Food,Ice Cream,Nestle,Southeast Asia,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Kin Water,Food-Beverage,Water,Coca-Cola,Mexico,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Kind Bars,Food,Healthy Food,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,King C Gillette,Personal Care-Hair,Shaving-Men,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Kinh Do,Food-Snacks,Cookies,Mondelez International,Southeast Asia,Mondelez invests in Israeli startups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,
DO_NOT_BUY,Kinley Water,Food-Beverage,Water,Coca-Cola,Bangladesh,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Kirma Coffee,Food,Coffee-Packaged,Nestle,Latin America,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Kissan,Food,Ketchup | Peanut Butter | Sauces | Juice | Jams and Spreads | Canned Fruit,Unilever,India | Pakistan | Bangladesh,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,KiteKat Cat Food,Pet Products,Cat Food,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Kitkat,Food-Sweets,Chocolate,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Kleen Bebe,Baby,Diapers,Kimberly-Clark,Mexico,"Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.",https://investigate.afsc.org/company/indorama-ventures,
DO_NOT_BUY,Kleenex,Household,Tissue,Kimberly-Clark,,"Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.",https://investigate.afsc.org/company/indorama-ventures,
DO_NOT_BUY,KleenRite,Household-Cleaning,Professional Cleaning Supplies,Kimberly-Clark,,"Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.",https://investigate.afsc.org/company/indorama-ventures,
DO_NOT_BUY,Klondike,Food,Ice Cream,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,KMX Energy Drink,Food-Beverage,Energy Drinks,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Knorr,Food,Spices | Soups,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Kochakaden,Food-Beverage,Iced Tea,Coca-Cola,China | Japan,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Koko Krunch,Food,Cereal,Nestle,Southeast Asia,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Koral,Household-Cleaning,Laundry Detergent,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
