name;website;image_url;categories;parent name;parent location;parent level;reason;source_url
Manzanita Sol;;https://i1.sndcdn.com/artworks-00UpqZc8kGCxV9Vt-RtmiqA-t500x500.jpg;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Marabou;;;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Marc Jacobs;;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Marc_Jacobs_logo.svg/2560px-Marc_Jacobs_logo.svg.png;[];LVMH;global;alternative;"Marc Jacobs is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Marks and Spencer / M&S;;https://corporate.marksandspencer.com/sites/marksandspencer/files/styles/desktop/public/marksandspencer/logos/m-s-logo.png;[];;global;alternative;**Marks & Spencer** has been a pro zionist entity since its inception, with various members of its management openly declaring support for the zionist state. For over 100 years, they have been the biggest commercial conduit between Israel and the UK. More recently however, they have publicly distanced themselves from having 'political' ties and aims. And since the last statements in support of Israel were around the year 2000, it is difficult to tell how much their leadership supports Israel.;https://www.ihrc.org.uk/briefing-a-brief-chronology-of-the-marks-spencer-israel-relationship/
Marmite;;https://cdn.sanity.io/images/92ui5egz/production/75d6fcedd6a92ead68906c3f06cab14bc8a27470-280x280.png?w=600&h=600&fit=crop&auto=format;[];Unilever;global;alternative;"Owned by **Unilever**.

**Marmite** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Mars;;https://logowik.com/content/uploads/images/mars9551.logowik.com.webp;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Massimo Dutti;;https://download.logo.wine/logo/Massimo_Dutti/Massimo_Dutti-Logo.wine.png;[];;global;alternative;"**Massimo Dutti** is a sister company of **Zara**

Joey Schwebel, chairman of **Israel's Zara franchise**, hosted **anti-Palestinian** MK Itamar **Ben Gvir**(Palestinian-hating politician) for a campaign event a week prior to upcoming elections.";https://new.thecradle.co/articles/palestinians-boycott-zara-for-hosting-israeli-extremist
MasterFoods;;https://wasteinitiatives.com.au/wp-content/uploads/2021/09/masterfoods-logo.png;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Mattel;;;[];;global;alternative;"""We unequivocally stand in solidarity with Israel in the global fight against terrorism,” says a joint letter that was signed by 15 industry executives, including the CEO of **Mattel**.";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Maui Style;;https://static.wikia.nocookie.net/fritolay/images/4/4c/Maui_Style_Logo.png/revision/latest?cb=20150924153355&path-prefix=es;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Maybeline;;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Maybelline-Logo.svg/1280px-Maybelline-Logo.svg.png;[];Maybeline;global;alternative;"**Maybeline** is owned By **L' Oreal**.

**34.70%** of L’Oreal is owned by Mrs. Francoise **Bettencourt** Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began investing in Israel in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a **53.8 percent stake** in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv."; https://www.loreal-finance.com/eng/share-ownership
Maynards Bassetts;;;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Meta Mucil;;https://static.wikia.nocookie.net/logopedia/images/3/3a/Metamucil-2018.png/revision/latest/scale-to-width-down/250?cb=20221031000613;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Michael Kors;;https://seeklogo.com/images/M/michael-kors-logo-2D0B890759-seeklogo.com.png;[];Estée Lauder;global;alternative;"Micheal Kors is owned by **Estée Lauder**

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.";https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d
Microban;;https://images.ctfassets.net/su3f4fxan0r6/6dej9HKh8udBRNGOhPwDVA/9bd44b80ad6d4408466cc4b2efcf7463/Microban_US_EN_Microban24-Protection-That-Lives-On.png;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Mikado;;https://stock.wikimini.org/w/images/7/75/Logo_mikado.png;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Milka;;https://1000logos.net/wp-content/uploads/2022/10/Milka-logo.png;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Milkybar;;https://www.nestle.com/sites/default/files/styles/thumbnail/public/asset-library/publishingimages/brands/chocolate-confectionery/milkybar-logo-round.png?itok=T2JexHQM;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Milkyway;;https://1000logos.net/wp-content/uploads/2022/10/Milky-Way-logo.png;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Milo;;https://live.staticflickr.com/2878/9782396475_c0072df08d_b.jpg;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Miracoli;;https://www.miracoli.be/sites/g/files/fnmzdf4381/files/logo.png;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Mirinda;;https://1000logos.net/wp-content/uploads/2021/03/Mirinda-Logo.jpg;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Miss Vickies;;https://upload.wikimedia.org/wikipedia/fr/3/34/Miss_Vickie%27s_logo.webp;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Monday.com;;https://ceblog.s3.amazonaws.com/wp-content/uploads/2020/11/13182233/Monday-Logo-1.png;[];;global;alternative;**Monday.com** is an Israeli start up operating out of Occupied Palestine.;https://investorplace.com/2021/06/mndy-stock-ipo-what-to-know-as-monday-com-starts-trading-today/
Mondelez International, Inc.;;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Mondelez_international_2012_logo.svg/2560px-Mondelez_international_2012_logo.svg.png;[];;global;alternative;**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology.;https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Monster Energy;;https://www.hatchwise.com/wp-content/uploads/2022/01/Monster-Energy-Symbol-1024x576.png;[];;global;alternative;"**The Coca-Cola Company** owns an approximate 16.7% stake in **Monster Energy** .

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Moovit;;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtmGGog03Rp28l-WS8xL5iCUJakSfX14s_qdxOuOkJ&s;[];;global;alternative;Founder, Uri Levine, is a zionist who is also ex-IDF (also founded waze).;https://twitter.com/UriLevine1
Motorola;;https://cdn.lovesavingsgroup.com/logos/motorola.jpg;[];;global;alternative;The IDF uses **Motorola** as a main supplier for its communication equipment which enables them to effectively control the occupied Palestinians. They also manufacture the bomb fuses used in IDF bombs.;http://www.inminds.co.uk/boycott-motorola.php
Moynat;;https://r.lvmh-static.com/uploads/2016/10/logo-moynat.png;[];MOYNAT;global;alternative;"**MOYNAT** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
MTV;;;[];Paramount Global;global;alternative;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Mugler;;;[];Mugler;global;alternative;"**Mugler** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Munchies;;https://images-platform.99static.com/SfR_kV_2porJTcZLeZ6E8CVELmM=/500x500/top/smart/99designs-contests-attachments/60/60224/attachment_60224532;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Munchos;;https://upload.wikimedia.org/wikipedia/commons/c/c6/Munchos_brand_logo.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Muscle Milk;;https://sportsrd.org/wp-content/uploads/2015/01/muscle-milk-logo.jpg;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
My Black Is Beautiful;;https://mma.prnewswire.com/media/898010/MBIB_PLATFORM_GOLD_BLK.jpg?p=facebook;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Native;;https://static.wikia.nocookie.net/logopedia/images/0/00/Native_logo.jpg/revision/latest?cb=20201205150506;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
NatuChips;;https://share.snacks.com/images/v2/webp/logos/natuChips-pdp.webp;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Nature's Bakery;;https://mma.prnewswire.com/media/831546/Natures_Bakery_Logo.jpg?p=facebook;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
NaturNes;;https://assets.stickpng.com/images/601d81a5abab6a0004c7f020.png;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Comcast Corp.;;https://logowik.com/content/uploads/images/comcast8560.jpg;[];;global;alternative;**Comcast** Donating $2M to Support Humanitarian Relief Amid Israel Crisis.;https://www.hollywoodreporter.com/business/business-news/comcast-humanitarian-relief-israel-1235617669/
Comedy Central;;;[];Paramount Global;global;alternative;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Comfort;;https://cdn.sanity.io/images/92ui5egz/production/6e33b168323d967b829798909621117f12607e99-1080x1080.jpg?w=375&h=375&fit=crop&auto=format;[];Unilever;global;alternative;"Owned by **Unilever**.

**Comfort** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Converse;;https://s29.q4cdn.com/481127684/files/images/licensee_brands/converse_logo.png;[];;global;alternative;"**Converse Partnership**

**Converse** has partnered with **Delta Galil Industries**, Ltd. (DELT/Tel Aviv Stock Exchange), the global manufacturer and marketer of branded and private label apparel products for men, women, and children. **Delta Galil Industries** is an **Israeli** textile firm headquartered in **Tel Aviv**, with plants around the world.";https://deltagalil.com/brands/licensed-brands/default.aspx
Cornetto;;https://assets.stickpng.com/images/5a37f08cc488ac6062ac2a9d.png;[];Unilever;global;alternative;"Owned by **Unilever**.

**Cornetto** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Costa Coffee;;https://1000logos.net/wp-content/uploads/2020/10/Costa-Coffee-Logo.png;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Côte d'Or;;https://upload.wikimedia.org/wikipedia/fr/8/84/EXE_240118_CDO_LOGO_2018.jpg;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Cracker Jack;;https://upload.wikimedia.org/wikipedia/commons/1/16/Crackerjack_brand_logo.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Crest;;https://logowik.com/content/uploads/images/crest5385.logowik.com.webp;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Daim;;https://delikat-essen.at/wp-content/uploads/2019/11/Logo_Daim.jpg;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Damla Su;;https://www.coca-cola.com/content/dam/onexp/tr/tr/brands/damla/es_damla_logo_180x180.png;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Danette;;https://assets-us-01.kc-usercontent.com/f5a2b33b-f1c1-0070-ebd4-26269b6538af/34bded5d-a235-4992-89fd-2418feac4035/NEW%20Danette%20Logo.png?fm=png&h=150&q=80;[];Danone;global;alternative;"Owned by **Danone**.

**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.";https://www.jpost.com/business-and-innovation/banking-and-finance/article-743853
Danone;;https://1000logos.net/wp-content/uploads/2020/03/Danone-Logo-2005.jpg;[];;global;alternative;**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.;https://www.jpost.com/business-and-innovation/banking-and-finance/article-743853
Darphin;;https://logowik.com/content/uploads/images/darphin3606.logowik.com.webp;[];Estée Lauder;global;alternative;"Darphin is owned by **Estée Lauder**

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.";https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d
Dasani;;https://www.dasani.com/content/dam/nagbrands/us/dasani/en/home/Dasani_Logo.svg.png;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Dawn;;https://assets.stickpng.com/images/600c667189799d00044aee41.png;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Del Valle;;https://seeklogo.com/images/D/del-valle-logo-7E8AF79BC5-seeklogo.com.png;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Dettol;;;[];Reckitt Benckiser;global;alternative;"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.";https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747
DFS;;https://upload.wikimedia.org/wikipedia/commons/2/20/DFS_Group_logo.png;[];DFS;global;alternative;"**DFS** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Diesel Fragrances;;;[];Diesel Fragrances;global;alternative;"**Diesel Fragrances** are owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Diet Coke;;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Diet_Coke_logo.svg/1200px-Diet_Coke_logo.svg.png;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Di Giorno;;https://www.goodnes.com/sites/g/files/jgfbjl321/files/gdn_brand/DiGiorno%20Logo-01.png;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Dixan;;https://www.henkel.com/resource/image/32860/1x1/1000/1000/3e88a3895376b440d4a4d185d60e4115/3FC0231E36486B6AC6EB779974114FE9/dixan-logo.webp;[];Henkel;global;alternative;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Dogadan;;https://www.dogadan.com.tr/Content/img/home/logo_footer_en_05.png;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Dolmio;;https://static.wikia.nocookie.net/logopedia/images/5/54/Dolmio_2023.svg/revision/latest/scale-to-width-down/300?cb=20230321213643;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Domestos;;https://cdn.sanity.io/images/92ui5egz/production/9c1c07e7e468bc88ebf369dce27e46fb8134b330-1080x1080.jpg?w=375&h=375&fit=crop&auto=format;[];Unilever;global;alternative;"Owned by **Unilever**.

**Domestos** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
